message,label
,0
,0
,0
,1
r c u,0
a,0
,0
e g,0
i,0
,0
i,0
,0
i,0
,0
u,0
,0
,1
,0
i,0
a,0
,1
i,0
i u,0
,0
,0
i u c,0
u a,0
,0
,0
,0
,1
e i r i b,0
,0
,1
,0
a,1
u n u i,0
i,0
a u,1
,0
i a n,0
,0
a a,1
,0
,0
,0
,1
u,0
,0
,0
,0
a,0
,0
i i i i,0
,0
,0
a,0
u u u u,0
a,0
u,0
,1
a n i i i u i a i a a n i,0
a a,1
,0
,0
,0
i,0
,0
a,0
u a,0
u,0
a u,0
,0
i i,0
i,0
,1
b u r u u,0
i,0
a,0
,0
i i,0
,0
,0
a a,1
i a i i,0
,0
i,0
c s,0
i,0
,0
i a,0
,1
u,0
t,1
i,0
,0
,0
,0
,0
u,0
k,0
i,0
,0
a,0
a i,0
,0
k,0
i,0
,0
,1
,0
r,0
i,0
i m,0
,1
a,0
,0
i a i i i i a,0
i a a,0
,0
,0
a,0
a,1
,0
,0
,0
,0
u a,1
a y u,0
i,0
,0
,0
u,0
i,0
,0
,0
,0
,0
,0
,0
u,0
,0
i i,0
,0
,0
u r d,0
a,0
n,0
,0
i i,0
,0
,0
,0
,1
i i u i,0
a,0
,0
a,1
i a i,0
x,0
u,0
b,0
b,0
i,0
,0
,0
a u,1
i a,0
,0
,0
i,0
u a u r,1
i,0
,0
n n n n n,0
,0
,0
a,1
,0
,0
,0
,0
,0
u a,0
d,0
a,0
,0
,0
,0
i u i i u,0
,0
u,0
,1
u u i u a i,0
,0
,0
i,0
a u,0
i n,0
,1
i i,0
,0
,1
a a,0
a,1
,0
a,0
i,0
i,0
u,0
,0
,0
,0
,0
,1
,0
i,0
,1
,0
,0
i,0
,1
,1
u u,0
,0
,0
,1
i e v,0
i,0
u a u u,0
a,0
i,0
u,0
i i,0
,0
,0
a,0
i,0
,0
i u,0
,0
,0
,0
i a,0
,0
,0
,0
,0
a,0
i,0
i,0
,0
x,0
a n y r u a y i u,0
,0
i,0
,0
,0
,0
,0
a,0
i e,0
i i,0
,0
a a,0
,0
,0
,0
d e f,1
s,0
i,0
,1
a,0
,0
u,0
,0
r u u,1
i,0
,0
a,1
,0
,0
,0
,0
i,0
,0
,0
i,0
,0
a a,0
,0
i,0
i i,0
,0
a,0
u i,0
,0
i a u,0
,0
i i i,0
i,0
i,0
,0
,0
,1
i u a,0
,0
a,0
i a a a,0
,0
a,0
,0
i,0
a,0
,0
a,0
u,0
y i e u u,0
a,0
i i i a i a i i,0
i,0
i,0
i i i i,0
,1
a,0
,0
,0
,0
i,0
,0
,0
r u i i,0
,0
,0
,0
a a,1
,0
a,0
u,1
u,0
i,0
u i b,0
i,0
i,0
a a a,1
b q i i,0
,0
i,0
u u u u,0
u,0
i i,0
r u,0
,0
u,1
i,0
,0
i u i u,0
i,0
,0
u,0
a i u a,0
u u r j,0
,0
u l,0
i,0
,1
i,0
a,1
,0
,0
i,0
u i,0
i i,0
,0
a,0
i,0
u u,1
i i,0
,0
,1
,0
a,0
,0
b,0
,0
u a,0
,1
,0
a x,1
,0
i,0
k k,0
a i,0
u,0
,0
n i,0
i i a a i,0
i u,0
a,0
,0
,0
u u,1
,0
a u,0
a a,1
e,0
i,0
,0
p,0
i a u,0
,0
u,0
i,0
i,0
,0
,0
a,0
r u,0
a,0
,0
,0
i i,0
u u n u w,0
u i a i a a,0
a a,0
a,0
,0
,0
i,0
u a,1
,0
,0
i i,0
i a,0
,1
i i,0
a,0
,0
i i,0
u u u u r r u u,0
,0
,1
,1
i a i,0
i,0
,0
,0
,0
,0
,0
n,0
,0
,0
a u,0
u,0
a,0
,0
u u u r u r u r u,0
u,0
a,0
,0
,0
i,0
i,0
,0
,0
,0
i,0
u a,0
a i,0
,0
i a,0
a u,1
,0
a,0
o,0
u,0
i,0
a,1
,0
i n u,0
i,0
,0
k,0
,1
,0
u a,0
a,0
u u i,0
i a,0
a a,0
,0
d a i i i d a d u r,0
,0
i i,0
a i,0
,0
,0
i i,0
,0
a,0
u,1
a,1
,0
,0
,0
a i i,0
,0
i n i,0
c u u,0
a a,1
,1
d d d,0
,0
u,1
i i i,0
i,0
u a,0
,0
i u,0
a,0
,0
,0
u,0
u i a u,0
i i,0
e,0
,0
,1
i i,0
a,0
,0
,0
i c u,0
,0
i i,0
u i a i a a,0
i i a,0
,0
u,0
u,0
a i,0
,0
,0
,0
i,0
a,1
a,0
a,0
u,0
i,0
k u,0
i,0
i,0
i,0
,0
i i a k i,0
,0
,0
u,0
a i a,0
,0
,0
i r,0
,0
,0
i,0
r u a,0
a,0
a a c r,0
,0
i u i u,0
i,1
,0
a,0
,0
,0
,0
,0
i,0
y,0
,0
,0
i i,0
i i u,0
,0
,0
,0
,0
i i a,0
u c e i,0
,0
,0
,0
,1
i,0
k a,0
a,1
,0
x,0
u,0
,0
o,0
,1
a,0
r u,0
,0
a i,0
i,0
a,1
,0
,0
,0
a i a,1
a,0
a a a,0
,0
,0
,0
u,0
,0
a,1
a a r,0
u s,0
,0
i,0
,0
,0
a,0
,0
i,0
i,1
a,1
a i a,1
,1
,1
a,1
b c u x,1
,0
i a,0
,0
,0
i i,0
,0
a,0
a,1
a,0
a,0
i a u,0
,0
,0
,0
i,0
,0
a,1
a,1
i,0
i i,0
,0
n u,0
u w,0
k i,0
,0
,0
i,0
,0
i,0
i i,0
e i i u u,0
,0
o u r i u r,0
,0
a u,1
i a,0
k i,0
,1
i a a,0
,0
i,0
,0
u a,1
i,0
,0
,0
r,0
i,0
,0
a,0
a,0
i,0
i i i,0
i a,0
,0
,0
,0
a,1
i i a,0
u i,0
,0
,0
,0
i,0
,0
i n i n i,0
,0
i,0
,0
a,1
a u a,1
u n,0
a a,0
i,0
i,0
a,1
a,0
i,0
i n,0
,0
,0
,0
,0
a i a a,0
u a,0
i a,0
,0
,0
,0
i i,0
,0
i i i,0
i i i i,0
,0
,0
i,0
i,0
u i u,0
,0
,0
i i,0
a j x,0
i,0
a,1
,1
,0
,0
i m a i i u,0
,0
,0
,0
n,0
i,0
,0
i,0
,0
,0
n,0
e e,0
,0
,0
i r u b c u,0
,1
a,0
i i,0
i a,0
i,0
u,0
i u,0
,0
c,1
,0
i,0
,0
u a,1
i a i,0
,1
a,0
e g,1
,0
,0
v,0
,1
,0
,0
,1
,0
,0
g,1
a,0
,0
a,0
,0
,0
i,0
a i a,0
,0
,0
i,0
,1
r,0
i n i a,1
,0
i,0
,0
i a,0
a,0
i,0
,0
a,1
i,0
,0
a,1
a,0
r u,0
i,0
,0
,0
i,0
,0
,0
a,0
i,0
,0
u s,0
i m,0
,0
k a,0
e u i,0
c,0
i,0
,0
,0
i,0
,1
i,0
a i i,0
e,0
a,0
,0
i u u k,0
,0
a,0
u i,0
i,0
,1
,0
i,0
,0
a,0
i,0
i u,0
,0
a,1
,0
,0
,1
e,0
a,0
i,0
,1
,0
a,0
,0
,0
,0
a i,0
,0
,0
i,0
,0
,0
,0
r u n,0
,0
i,0
a,0
,0
s a a a i,0
,0
u,0
i u u u,0
i,0
,0
,0
,0
u,0
,0
,0
a,1
,0
r,0
,0
a a,1
,0
i a,0
,0
i i,0
i i,0
,0
,0
i,0
i,0
,0
,0
,0
i,0
i,0
i i i a,0
i i,0
,0
i,0
a a a,1
,0
i,0
,0
i,0
i i i i i i,0
,0
,0
,0
,0
,0
,1
,0
v,0
i,0
u,0
i,0
i a i,0
i,0
,0
,0
i a,0
,1
,0
,0
a,0
,0
,1
u,0
,0
,0
d u u,0
,0
i,0
a a u u u u i,0
a,0
,0
,0
,0
,0
a u n n,0
,0
,0
,0
,1
u r u,0
i,0
a,0
,0
,0
i,0
a a a a u,0
x,1
i i i,0
,0
u,0
,0
,1
,0
,0
,1
a,0
a d a a,0
,0
,0
,1
,0
,0
u,1
,0
,0
,0
r u r,0
,0
a,0
,0
i i m,0
,0
v,0
u,0
i u,1
a d a a d r d,0
a,1
a,0
a,0
r,0
,0
,0
i,0
r u,0
,0
a n,1
,0
i i i,0
,1
i,0
,0
a,0
,0
a,0
,0
i u d u u u,0
,0
a,1
,0
i,0
,0
y u u,0
i,0
a,1
,0
,0
,0
,0
,0
,0
i,0
,0
u,0
,0
,0
r,1
,0
i i,0
i i a,0
,0
,0
i i i,0
,0
,0
u a c,1
a i,0
i a,0
i i,0
a i u,0
,0
i u a,0
i,0
,0
n,0
,0
i,0
,0
u u,0
i,0
a i,0
,0
i,0
i,0
i,0
,1
,0
u,0
i,0
,0
u,0
,0
i a,0
a,1
,0
a i,0
r u,0
,1
i,0
,1
i u,0
,1
a a a,0
u u,0
,0
,0
i,0
,0
,0
i,0
i,0
,0
,0
i u i u,0
u,0
i,0
a,0
i,0
i a u i x x x x x x x x x,0
,0
a,0
a a i,0
a,1
a,0
,0
,0
,0
,0
,1
a,0
u,1
,0
,1
,0
u u,1
,0
,0
i,0
,0
,0
,0
e u,0
,1
a,1
,0
a,0
a,0
,0
,0
i c,0
,1
,0
,0
i,0
c u,0
a c a,0
y,0
i i i,0
u,1
i,0
a a,0
a,0
,0
i,0
i,0
i i,0
i,0
,0
i b,0
,0
i,0
u,0
n u,0
,0
r a,0
,0
a,0
y c,0
a,0
,1
,0
i a a i i,0
,0
i,0
u u i i u,0
,0
i a,0
,0
i u i u u,0
r u u,0
n a,0
a,1
i i u,0
i u v,0
a,0
,0
i,0
a,0
i,0
,0
a,1
,0
e i w u,0
u,0
i,0
a a,1
u,0
i a,0
a,0
,1
u j,0
,0
,0
u u,0
i u i,0
,1
,0
u c,0
,1
i,0
n,0
i,0
i i a,0
,0
a a e,0
,1
i,0
i u a,0
a,1
i,0
i,0
a,0
i i,0
r u,0
,0
n,1
a,1
,0
u u,1
,0
i,0
u,0
a a,0
u u,0
,0
,0
a,0
,0
a u a,1
a,1
,0
,0
i,0
,1
i,0
a i,0
,0
,1
,0
,0
u i u a,0
,0
,0
,0
,0
,0
i,0
u s,0
a,0
,0
,0
i a,0
u u k,0
a a,1
,0
,0
,0
i a,0
n,0
a,1
u,0
i,0
,0
,0
a a,1
,1
i a,0
i,0
i,0
a,0
,0
i,0
,0
a,0
u i a u i,0
,0
,0
a u,1
,1
i i,0
,0
,0
,0
,0
,0
,1
,1
u x,0
i i i a,0
n i u,0
,1
,0
a u,0
a u,0
a,1
a i,0
,0
o i,0
a i i i a,0
,0
i,0
i,0
a u,0
a,1
,0
s i m,1
,0
,0
a,1
i t k i d,0
i,0
v v,0
i,0
i a,0
u,0
i,0
i,0
u i,0
i,0
b a,1
i,0
u a,1
u,0
i u,0
k,0
a,1
,0
i,0
a,0
a,1
,0
,0
,0
a,0
,0
i,0
i a i i,0
u,0
i i,0
,0
,0
i,0
i i i i,0
b,0
,1
,0
i a,0
i,0
i,0
u a a u,0
i u i i u u a,0
i,1
,0
i i,0
,0
,0
i,0
a u u,0
,0
,0
,0
a b c,1
a,0
i i a,0
i a a,0
a a,0
,1
a i i,0
i i u,0
,0
,0
s,1
u u,0
a,1
a a,0
i,0
,0
u,0
i,0
u r,1
,0
i,0
,0
,1
,0
,0
,1
,0
i i,0
k,0
,0
n,0
,0
,0
,0
,0
,0
a,0
u u n,0
i i,0
,1
,0
i i,0
,0
,0
,0
,0
,0
,0
a u,0
w,0
,0
,0
,1
a,0
,1
a n,1
,1
i,0
a,0
i i a,0
c i,0
,0
a,1
,0
,0
i i,0
i,0
a,0
,0
,1
i,0
,0
i p,0
,0
i,0
,0
i,0
u u n n,0
a u n n,0
a,0
,0
,0
a,0
,0
,0
,0
,0
,0
u,0
,0
i,0
i i i,0
,1
u,1
,0
,0
u u r,0
a,0
,0
,1
,0
a,0
,0
a,0
,1
i,1
,0
,0
i a,0
i u,0
a i,0
,0
,1
a,0
a,1
i i,0
a n i,0
,0
,0
i,0
i,0
a i,0
m a i,0
,0
,0
,0
,0
,0
,1
,0
,0
a,0
,0
,0
,0
,0
a,1
a,1
u r d s u a a,0
u,0
a,0
i,0
i,0
i,0
i u u u u u,0
,0
,0
i i i,0
,0
,0
i a,0
,1
,1
,1
,1
,1
i i u a,0
,0
i,0
u i n n u,0
,0
,0
,0
a u,0
i u,0
,0
,0
u,1
r,0
i,0
i i,0
,0
,0
i i i,0
u u i y u,0
,0
,0
i a i a,0
k,0
i,0
,0
i,0
,0
,0
a,0
r,1
u,0
i a,0
,0
i,0
y i,0
u u,0
u i u,0
a,0
a r u,0
,0
,0
i y i,0
,0
i i u i,0
a r d u,0
,0
,0
i a,0
u a,1
,0
i i,0
,0
a,0
r u,0
a,0
a,1
i,0
i,0
u u a u u,0
u,1
,0
,0
u,0
i,0
u d b,0
,0
,0
i p,0
i,0
i a,0
,0
a,1
,0
a b c a b c,1
,0
k i v,0
,1
,1
,0
u w,0
,0
v,0
,0
,0
i,0
i a,0
a,1
i,0
,0
,0
k,0
,0
,0
,0
a,1
i i i,0
i,0
i i,0
,0
,0
i,0
n,0
,0
,0
,0
,0
n,0
u a,1
a,0
u,0
a,1
,0
i,0
i,0
a n i,0
i i,0
i,0
v v i,0
a i u,0
,0
a,0
i u i,0
,0
,0
,0
,0
k,0
u,0
,0
u u,0
r b,0
u u,0
i,0
,0
u i,0
a,0
b b,1
,0
u,0
a a,0
i,0
a,0
u,0
i,0
i,0
,0
y,0
u,0
,0
i,0
a,1
a,0
i i,0
,0
i,0
u,0
u d u u d d a u d f d a g o o d n i g h t,0
,0
i,0
i e i e i,0
,1
a i i,0
r u i,0
i,0
i i,0
,0
i u x,0
u,0
u i a i a a,0
,0
u n c u u u u,0
i,0
u,0
,1
s,0
,1
,0
,0
,0
i,0
,0
y u,0
,0
u u,0
n,0
i,0
,0
,0
d,0
,0
,0
,0
,0
a,0
,0
i,0
a a,0
i i i,0
,0
,1
,1
,0
,0
u,0
,0
,0
,1
,0
i a a,0
,0
,0
,0
i i i i,0
i,0
i i,1
,0
,0
r,1
a,0
i i,0
i,0
i,0
u d,0
u,0
i i i v,0
,0
i n i i n,0
i i a,1
,0
u i u i a,0
,0
i i,0
i i i i i,0
i,0
,1
i,0
,0
a u u,0
i,0
i,0
,0
a,0
,0
a c a a,1
,0
,0
y i v,0
a a,0
,0
a,0
a,0
u a x x x,0
a,0
u u,0
e e u,0
,0
,0
,0
i i,0
u,0
,0
,0
i,0
u,0
,0
,0
d d d,0
i a i i g g,0
,0
u r a a,0
i,0
a,1
,0
u i,0
,1
,0
,0
,1
,1
,1
,0
i a,0
,0
i a u,0
a,1
i,0
u a,1
i u,1
i a,0
i a i i a i i,0
,0
i i u,0
,1
a,0
i b u i,0
i a a a,0
,0
i a,0
i,0
,0
,0
u a,0
,1
j r u i i,0
i i,0
,0
i i,0
i,0
,0
,0
y,0
,0
,0
i,0
,0
r u u,0
a b,1
,0
i,0
,0
,0
a,0
n,0
,0
u u,0
u,0
,0
i i,0
a,1
a a,1
,0
,0
a a,0
a,0
,0
,0
i c i,0
k k,0
u,0
,0
i,0
,0
,0
,1
i,0
u,0
,0
a,1
y,0
,0
,0
,0
a a,1
r e,0
,0
a,0
,0
k,0
s i m,1
a,0
i a,0
,0
,0
k,0
,0
,0
u e,0
,0
i,0
,0
i,0
i,0
i,0
a,1
i a,0
,0
r u i u,1
,0
,0
a,0
i,0
,0
,0
a,0
u u,0
a i i i,0
,0
,0
,0
,0
g i,0
,0
,0
i,0
a,0
,0
a,1
a,0
a,0
,0
,0
a t,1
i,0
,0
i i,0
,0
i,0
b,0
,0
,0
i,0
i u,0
i u u i,0
i,0
,0
i i i,0
,0
u d u a,0
k i,0
a,0
u w,0
,0
u,0
,0
,0
,1
a,0
,0
a,1
i u a,0
,0
i i,0
,0
r,0
a,0
a,1
,0
,0
,0
i u i u r u,0
u,0
i,0
i,0
,0
i i,0
u x,0
a,1
i u,0
,0
i,0
u a c u,0
i i,0
f p n,1
i g,0
,1
u u,0
u,0
,0
i i,0
a,1
u,1
,0
,0
a,0
,0
,0
,0
,0
,1
,0
u n,0
a u c,0
,0
s a,0
u u,0
u e e,0
,0
,0
,0
u r u r c,0
o,0
,0
,0
i,0
i i i,0
,0
,1
,0
,0
a,0
,0
e i c,0
,0
,0
u a,0
,0
,0
u,1
a,1
i u,0
i,0
a,0
i,0
,0
,0
,0
,0
u i n u,0
,1
a,0
i i a,0
a,0
e i b u,0
,0
i,0
d,0
,0
,0
,0
,0
,0
,1
i,0
u r a u a a,1
,0
,0
i i,0
i,0
,0
a,0
,0
a,0
,0
u,0
,1
i,0
i a a,0
,0
,0
i i,0
,0
s i m,1
e e,0
,0
i,0
a a,1
,0
i,0
i a,0
,0
i,0
,0
a,0
i,0
,0
,0
u,0
i,0
,0
,0
a i a,0
d a u,0
,0
,1
n,1
i,0
i,0
i a,0
,0
u,0
,0
i m u,0
i,0
i,0
,0
,0
i,0
,1
,0
,1
,0
a,0
i,0
u,0
d,0
,0
,0
,0
a a,1
a a,0
u a,0
a a a,0
,0
u i,0
,0
,0
,1
i,0
i a,0
,0
i,0
a a,1
u n,0
,1
,0
i i i i i i i i i,0
c c,1
,0
,0
,0
a,0
u a r,0
i,0
i,0
v a a a,1
a,0
a i,0
,0
u u,1
i a,0
,0
g,0
r u r u u u,0
i,0
,0
e,0
u i,0
,0
d,0
,0
u u,1
a,1
,0
,0
,0
,0
,0
,0
g,0
i a x,0
i,0
,0
a,0
e i,0
,0
i i,0
i i,0
,0
a,1
a a,1
i,0
i u,0
i,0
,1
i,0
u i u,0
a i,0
a u i u i i,0
,0
u,0
i i a,0
i,0
a a a a u,0
,0
i,0
a,1
a,0
u a,1
,1
,0
i i i i,0
,0
,0
,0
i u a,0
u u u,0
i u,0
,0
a,0
y u u i u,0
,0
u,0
i,0
i,0
,0
,1
,0
y u,0
,0
,0
i i u,0
a a,1
,0
,0
u a a,0
i,0
,0
a,0
,0
,0
,0
a,0
,0
,0
,1
a i i,0
a,0
b,0
k i,0
,0
,0
,0
a a,1
u a n,0
g a,0
i a,0
i,0
,0
u,1
a,0
,0
a,0
,0
k,0
i,0
,0
i i,0
,1
,1
,0
,1
,0
a,0
i u i,0
,0
i,0
i,0
g,1
,0
i a,0
i,0
,1
a,0
,1
o,0
i w u i u i,0
,0
u a,0
,0
,0
a a,0
i,0
,0
i i,0
,0
,1
a,0
i u,0
a r,0
,0
,1
i i,0
i,0
u r,0
i e,0
i,0
,0
i i,0
,1
g x,0
,0
,1
,0
a,1
,0
i y i,0
u,1
,0
,0
a,1
u,0
u u u g,0
a a,0
u,0
,0
,0
,0
i,0
,0
,0
i,0
,0
,0
i,0
,0
,0
,0
,0
,0
i,0
a a a,1
i i i,0
,0
i a,0
,1
a,0
a a d d a d d n u d d n d n d i,0
i a a,0
,0
i u i u,0
a,0
,0
,1
,0
,1
u a e u,0
,0
n,1
,0
,0
,0
i,0
,1
i,0
a,0
,0
i,0
u,0
a,0
,0
i,0
u u u u r r u u,0
,0
u,0
i,0
a i,0
,0
,0
n,0
s,1
i i,0
i a i i i,0
i,0
,1
i a,0
b,0
,0
u i u k u,0
,0
a,1
u,0
,0
u,0
i,0
a i a i,0
,0
,0
i a,0
i,0
k k,0
i,0
,0
r,0
i i,0
a,0
,0
r,1
,0
y i i i c,0
,0
,0
,0
n a r,0
k i,0
,0
u,0
,0
a,0
,0
u,0
a,1
u r u,0
i i i i i,0
k,0
i,0
i,0
,0
i a a,0
i,0
u,0
,0
a a,1
u,1
,0
,0
,0
n,0
u u u,0
a a a,1
i,0
i,0
,0
a,1
s,1
u,0
,0
b,0
,1
i,0
i,0
,0
i a a,0
i i,0
,0
,0
,0
,1
i,0
i i,0
i,0
i,0
,0
i,0
,0
,0
i i u,0
a a u,0
u u,0
,0
i,0
s i m,1
u,0
,0
i a a i a,0
a a,1
,0
,0
i i,0
,0
,1
i a,0
,0
,0
a,0
,0
i,0
a,0
i,0
i,0
,0
u n,0
k a,0
a a t,1
,0
,0
,0
i,0
,0
a,0
,0
,0
u u r u,0
a i,0
i i,0
,0
i,0
u d u u d d a u d f d a g o o d n i g h t,0
,0
u a u,0
,0
u,0
,1
u,0
u a,0
u u u b i,0
,0
,0
,0
r,0
a u u,0
a,1
,0
,0
,0
i,0
a,0
,0
a,1
,0
,0
a i u,0
,0
,0
u,0
a,1
i,0
r,1
,0
u,0
a,0
u,0
,0
i,0
i,0
,0
i i,0
i a,0
,0
,0
,0
,0
u x,0
i,0
i i,0
n i,0
,0
,1
,0
u,0
k i,0
i a i,0
,0
,0
i,0
,0
,0
,0
n d i u i c,0
,0
a,0
,0
,0
a,0
x r,0
i,0
a,0
,0
i,0
i i,0
,0
,0
,0
u,0
a,0
u r,1
,0
,0
,0
n i,0
i i i,0
i i i,0
,0
,0
i,0
a,0
,0
i i i,0
,0
,0
,0
i a a,0
i,0
,0
,0
,0
i,0
,1
a,1
a a,1
a i,0
a,1
,0
i a,1
a,0
u,0
k a,0
u a,0
i a,0
i i,0
,1
a,1
a,0
,0
,1
i,0
,0
i a i x,0
,0
,0
i,0
a,0
,0
i,0
,0
i u i,0
,0
i,0
b i,0
i,0
,0
a a,0
,0
,0
i i i u,0
,0
i,0
,0
,0
i,0
i v,0
,0
a,0
u u,0
i u,0
,0
u n e i u,0
,0
i,0
i,0
i,0
,0
i,0
i,0
,0
i y i,0
,0
u u i n u n,0
,0
,0
a,1
,0
i b u,0
,0
i i,0
a,0
,0
,0
,0
,0
,0
,0
,0
,0
u x,0
i a u,0
a a u,1
,0
i,0
i i,0
,0
,0
,1
,0
i a a,0
,0
a,0
,0
a,0
,1
u d,0
,0
a,0
,1
i i u,0
,1
u,0
i,0
i a,0
c,1
a,1
a,1
,0
i,0
,0
,0
,0
,0
,0
i,0
,0
,0
a,0
,0
,0
u a,1
,0
u,0
i a,0
i,0
,1
k i,0
a,0
k i,0
u b,0
u a,1
i,0
,0
i i,0
i u i,0
,1
i,0
,0
,0
s i m,1
,0
i,0
i,0
i i i,0
u,0
i,0
i,0
,0
i,0
,0
,0
,0
,0
a i a a i i i i i i a,0
u b u,0
r u d i u,0
a,0
,0
i,0
a,0
i,0
,0
a t p,1
i i i i,0
,1
i,0
,0
,0
i,0
,0
,0
a,0
,0
i a a,0
,0
,1
i i i i,0
,0
a i o,1
,0
,0
u a,0
,0
,0
a,0
,1
i v,0
t r,0
,0
,0
a,0
,0
a,0
a a a x x,0
i u,0
i,0
,0
,0
,0
,0
i i,0
,0
,0
y,0
,1
u u,1
b,0
,0
i,0
,0
